dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1459468800,2016-04-01 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27,31.26,26.73,27.3,1017,,,83,2.1,30,,,,,20,801,Clouds,few clouds,02n
1459472400,2016-04-01 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.99,31.25,26.67,27.28,1017,,,83,2.1,350,,,,,20,801,Clouds,few clouds,02n
1459476000,2016-04-01 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.96,31.2,26.6,27.19,1017,,,83,2.1,20,,,,,20,801,Clouds,few clouds,02n
1459479600,2016-04-01 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.78,31.69,25.95,27,1017,,,83,1,340,,,,,20,801,Clouds,few clouds,02n
1459483200,2016-04-01 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.09,30.82,25.69,26.65,1017,,,88,1.5,300,,,,,40,802,Clouds,scattered clouds,03n
1459486800,2016-04-01 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.36,30.03,25,26.4,1016,,,88,1,320,,,,,40,802,Clouds,scattered clouds,03n
1459490400,2016-04-01 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.27,29.16,25,26.16,1016,,,88,2.04,349,,,,,40,802,Clouds,scattered clouds,03n
1459494000,2016-04-01 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.11,29.29,24.57,25.76,1016,,,88,1.5,10,,,,,40,802,Clouds,scattered clouds,03n
1459497600,2016-04-01 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.06,29.21,24.42,25.64,1016,,,88,1.5,270,,,,,40,802,Clouds,scattered clouds,03n
1459501200,2016-04-01 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.57,29.07,24,25.81,1016,,,94,1.5,340,,,,,20,801,Clouds,few clouds,02d
1459504800,2016-04-01 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.9,29.94,24,26.9,1017,,,94,1,320,,,,,20,801,Clouds,few clouds,02d
1459508400,2016-04-01 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.31,32.87,25.89,28,1017,,,83,0.5,360,,,,,0,800,Clear,sky is clear,01d
1459512000,2016-04-01 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.57,32.52,26.19,30,1017,,,70,1.5,330,,,,,20,801,Clouds,few clouds,02d
1459515600,2016-04-01 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.87,31.67,26.46,32,1017,,,55,2.6,10,,,,,20,801,Clouds,few clouds,02d
1459519200,2016-04-01 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.54,33.32,26.64,33,1016,,,52,1,30,,,,,20,801,Clouds,few clouds,02d
1459522800,2016-04-01 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.73,30.74,26.69,33,1015,,,55,5.7,130,,,,,20,801,Clouds,few clouds,02d
1459526400,2016-04-01 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.14,30.45,26.66,32,1014,,,59,5.7,120,,,,,20,801,Clouds,few clouds,02d
1459530000,2016-04-01 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.99,30.11,26.78,30,1014,,,66,5.1,120,,,,,40,802,Clouds,scattered clouds,03d
1459533600,2016-04-01 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.36,30.38,26.9,29,1013,,,70,4.1,80,,,,,75,211,Thunderstorm,thunderstorm,11d
1459537200,2016-04-01 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.39,31.63,27.06,29,1013,,,74,3.1,50,,,,,20,211,Thunderstorm,thunderstorm,11d
1459540800,2016-04-01 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.43,31.69,27.31,29,1014,,,74,3.1,60,,,,,20,801,Clouds,few clouds,02d
1459544400,2016-04-01 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.69,31.39,27.05,28,1014,,,78,2.6,50,,,,,20,801,Clouds,few clouds,02n
1459548000,2016-04-01 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.51,32.24,26.3,28,1015,,,78,1,50,,,,,20,801,Clouds,few clouds,02n
1459551600,2016-04-01 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.96,31.97,26.44,27.38,1015,,,83,1,340,,,,,40,802,Clouds,scattered clouds,03n
1459555200,2016-04-02 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.89,31.86,26.21,27.33,1016,,,83,1,320,,,,,75,803,Clouds,broken clouds,04n
1459558800,2016-04-02 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.25,31.08,26,27.17,1016,,,88,1.5,300,,,,,40,802,Clouds,scattered clouds,03n
1459562400,2016-04-02 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.16,31.28,25.89,26.95,1015,,,88,1,340,,,,,40,802,Clouds,scattered clouds,03n
1459566000,2016-04-02 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.34,29.63,24.92,26.68,1015,,,88,1.52,253,,,,,40,802,Clouds,scattered clouds,03n
1459569600,2016-04-02 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.2,29.78,24.79,26.11,1015,,,88,1,260,,,,,40,802,Clouds,scattered clouds,03n
1459573200,2016-04-02 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.14,29.69,24.47,25.94,1014,,,88,1,310,,,,,40,802,Clouds,scattered clouds,03n
1459576800,2016-04-02 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.79,29.66,24.38,25.99,1014,,,93,1,320,,,,,20,801,Clouds,few clouds,02n
1459580400,2016-04-02 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.56,29.05,24,26,1014,,,94,1.5,310,,,,,40,802,Clouds,scattered clouds,03n
1459584000,2016-04-02 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.59,28.68,24,26.08,1014,,,94,2.1,350,,,,,40,802,Clouds,scattered clouds,03n
1459587600,2016-04-02 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.04,28.24,23,26.17,1014,,,94,1.5,340,,,,,20,801,Clouds,few clouds,02d
1459591200,2016-04-02 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.79,29.77,24,26.55,1015,,,94,1,300,,,,,20,801,Clouds,few clouds,02d
1459594800,2016-04-02 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.01,30.7,25.63,26.65,1015,,,88,1.5,330,,,,,20,801,Clouds,few clouds,02d
1459598400,2016-04-02 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.23,32.4,25.75,28,1015,,,83,1,270,,,,,40,802,Clouds,scattered clouds,03d
1459602000,2016-04-02 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.3,29.04,25.91,28,1015,,,78,5.1,160,,,,,40,802,Clouds,scattered clouds,03d
1459605600,2016-04-02 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.97,29.58,26.11,29,1015,,,74,5.1,160,,,,,20,801,Clouds,few clouds,02d
1459609200,2016-04-02 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.14,28.73,26.23,29,1014,,,74,6.7,170,,,,,20,801,Clouds,few clouds,02d
1459612800,2016-04-02 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.13,28.71,26.31,29,1014,,,74,6.7,170,,,,,20,801,Clouds,few clouds,02d
1459616400,2016-04-02 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.12,28.35,26.41,29,1013,,,74,7.2,170,,,,,0,800,Clear,sky is clear,01d
1459620000,2016-04-02 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.58,29.05,26.58,28,1013,,,78,5.7,160,,,,,0,800,Clear,sky is clear,01d
1459623600,2016-04-02 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.62,29.89,26.76,28,1013,,,78,4.6,170,,,,,0,800,Clear,sky is clear,01d
1459627200,2016-04-02 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.06,29.96,26.87,27.67,1013,,,83,4.1,170,,,,,0,800,Clear,sky is clear,01d
1459630800,2016-04-02 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.93,31.15,26.52,27.13,1014,,,83,2.1,190,,,,,20,801,Clouds,few clouds,02n
1459634400,2016-04-02 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.84,31.43,26.08,27.06,1014,,,83,1.5,160,,,,,40,802,Clouds,scattered clouds,03n
1459638000,2016-04-02 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.82,31.75,26.09,27,1015,,,83,1,200,,,,,40,802,Clouds,scattered clouds,03n
1459641600,2016-04-03 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.8,31.43,26.1,27,1015,,,83,1.42,125,,,,,40,802,Clouds,scattered clouds,03n
1459645200,2016-04-03 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.13,30.89,25.9,26.65,1015,,,88,1.5,340,,,,,75,803,Clouds,broken clouds,04n
1459648800,2016-04-03 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.99,30.67,25.45,26.42,1015,,,88,1.5,290,,,,,75,803,Clouds,broken clouds,04n
1459652400,2016-04-03 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.82,30.75,24.8,26.16,1015,,,88,1,20,,,,,75,803,Clouds,broken clouds,04n
1459656000,2016-04-03 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.71,30.53,24.61,26,1014,,,88,1.06,228,,,,,40,802,Clouds,scattered clouds,03n
1459659600,2016-04-03 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.65,30.13,24.38,26,1014,,,88,1.5,250,,,,,40,802,Clouds,scattered clouds,03n
1459663200,2016-04-03 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.06,29.84,24.29,25.74,1014,,,94,1.5,280,,,,,40,802,Clouds,scattered clouds,03n
1459666800,2016-04-03 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.05,28.79,24.33,25.66,1014,,,88,2.08,213,,,,,20,801,Clouds,few clouds,02n
1459670400,2016-04-03 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.05,29.55,24.29,25.67,1014,,,88,1,270,,,,,20,801,Clouds,few clouds,02n
1459674000,2016-04-03 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.52,28.57,24,25.79,1015,,,94,2.1,320,,,,,20,801,Clouds,few clouds,02d
1459677600,2016-04-03 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.58,30.25,25,26.84,1016,,,94,2.1,290,,,,,20,801,Clouds,few clouds,02d
1459681200,2016-04-03 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.36,32.6,26.15,28,1016,,,83,1,320,,,,,20,801,Clouds,few clouds,02d
1459684800,2016-04-03 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.98,32.32,26.35,29,1016,,,79,2.1,90,,,,,40,802,Clouds,scattered clouds,03d
1459688400,2016-04-03 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.58,32.11,26.4,30,1015,,,70,2.1,130,,,,,40,802,Clouds,scattered clouds,03d
1459692000,2016-04-03 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.65,31.52,26.5,30,1015,,,70,3.1,130,,,,,40,802,Clouds,scattered clouds,03d
1459695600,2016-04-03 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.47,31.18,26.58,31,1014,,,66,4.6,80,,,,,20,801,Clouds,few clouds,02d
1459699200,2016-04-03 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.06,30.75,26.67,32,1013,,,59,5.1,90,,,,,20,801,Clouds,few clouds,02d
1459702800,2016-04-03 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.04,29.95,26.79,32,1012,,,59,6.2,100,,,,,0,800,Clear,sky is clear,01d
1459706400,2016-04-03 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.5,30.46,27,31,1012,,,66,5.7,80,,,,,0,800,Clear,sky is clear,01d
1459710000,2016-04-03 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.92,30.11,27.07,30,1013,,,70,5.7,90,,,,,20,801,Clouds,few clouds,02d
1459713600,2016-04-03 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.39,31.28,27.19,29,1013,,,74,3.6,70,,,,,40,802,Clouds,scattered clouds,03d
1459717200,2016-04-03 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.22,30.67,27.06,29,1014,,,74,4.1,70,,,,,75,803,Clouds,broken clouds,04n
1459720800,2016-04-03 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.24,31.4,26.82,29,1014,,,74,3.1,60,,,,,75,803,Clouds,broken clouds,04n
1459724400,2016-04-03 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.66,31,26.78,28,1015,,,78,3.1,40,,,,,40,802,Clouds,scattered clouds,03n
1459728000,2016-04-04 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.64,31.93,26.71,28,1016,,,83,2.6,360,,,,,75,803,Clouds,broken clouds,04n
1459731600,2016-04-04 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.62,31.29,26.76,28,1016,,,78,2.6,10,,,,,75,803,Clouds,broken clouds,04n
1459735200,2016-04-04 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27,31.26,26.72,27.29,1016,,,83,2.1,10,,,,,40,802,Clouds,scattered clouds,03n
1459738800,2016-04-04 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.8,31.72,25.73,27.1,1016,,,83,1,20,,,,,20,801,Clouds,few clouds,02n
1459742400,2016-04-04 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.13,30.77,25.48,26.93,1016,,,88,1.66,354,,,,,20,801,Clouds,few clouds,02n
1459746000,2016-04-04 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.05,31.11,25.14,26.83,1015,,,88,1,300,,,,,20,801,Clouds,few clouds,02n
1459749600,2016-04-04 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26,31.03,25,26.68,1015,,,88,1,320,,,,,20,801,Clouds,few clouds,02n
1459753200,2016-04-04 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.32,30.26,24.79,26.46,1015,,,94,1.5,270,,,,,0,800,Clear,sky is clear,01n
1459756800,2016-04-04 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.28,30.19,24.79,26.37,1015,,,94,1.5,320,,,,,0,800,Clear,sky is clear,01n
1459760400,2016-04-04 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.73,29.32,24,26.38,1016,,,94,1.5,360,,,,,20,801,Clouds,few clouds,02d
1459764000,2016-04-04 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.62,30.73,25,26.89,1016,,,94,1.5,360,,,,,0,800,Clear,sky is clear,01d
1459767600,2016-04-04 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.84,31.59,26.19,27.13,1017,,,88,2.1,330,,,,,0,800,Clear,sky is clear,01d
1459771200,2016-04-04 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.72,32.74,26.49,30,1017,,,70,1.5,330,,,,,0,800,Clear,sky is clear,01d
1459774800,2016-04-04 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.39,33.58,26.69,31,1017,,,66,1,310,,,,,20,801,Clouds,few clouds,02d
1459778400,2016-04-04 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30,32.13,26.7,32,1017,,,62,3.6,150,,,,,20,801,Clouds,few clouds,02d
1459782000,2016-04-04 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.2,31.38,26.75,32,1016,,,62,5.1,160,,,,,20,801,Clouds,few clouds,02d
1459785600,2016-04-04 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,30.15,31.66,26.8,32,1016,,,62,4.6,140,,,,,20,801,Clouds,few clouds,02d
1459789200,2016-04-04 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.58,30.58,26.94,31,1015,,,66,5.7,160,,,,,20,801,Clouds,few clouds,02d
1459792800,2016-04-04 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.63,31.08,27.14,31,1015,,,66,5.1,160,,,,,20,801,Clouds,few clouds,02d
1459796400,2016-04-04 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.02,31.03,27.29,30,1015,,,70,4.6,150,,,,,0,800,Clear,sky is clear,01d
1459800000,2016-04-04 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29,31.7,27.3,30,1016,,,70,3.6,150,,,,,0,800,Clear,sky is clear,01d
1459803600,2016-04-04 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.05,31.11,26.2,29,1016,,,74,3.1,150,,,,,40,802,Clouds,scattered clouds,03n
1459807200,2016-04-04 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.52,31.48,26.25,28,1017,,,78,2.1,180,,,,,40,802,Clouds,scattered clouds,03n
1459810800,2016-04-04 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.5,31.45,26.19,28,1017,,,78,2.1,180,,,,,40,802,Clouds,scattered clouds,03n
1459814400,2016-04-05 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.51,30.42,26.35,28,1018,,,78,3.6,220,,,,,40,802,Clouds,scattered clouds,03n
1459818000,2016-04-05 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.85,29.63,26.26,27.08,1018,,,83,4.1,220,,,,,40,802,Clouds,scattered clouds,03n
1459821600,2016-04-05 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.83,29.25,26.24,27.04,1018,,,83,4.6,210,,,,,20,801,Clouds,few clouds,02n
1459825200,2016-04-05 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.55,30.21,25.06,27,1018,,,83,2.6,200,,,,,20,801,Clouds,few clouds,02n
1459828800,2016-04-05 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.34,29.18,24.58,27,1018,,,83,3.6,190,,,,,40,802,Clouds,scattered clouds,03n
1459832400,2016-04-05 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.67,28.69,24.41,26,1017,,,88,3.6,220,,,,,40,802,Clouds,scattered clouds,03n
1459836000,2016-04-05 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.57,28.89,24.07,26,1017,,,88,3.1,210,,,,,40,802,Clouds,scattered clouds,03n
1459839600,2016-04-05 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.53,29.41,24.1,26,1017,,,83,1.5,340,,,,,40,802,Clouds,scattered clouds,03n
1459843200,2016-04-05 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.89,28.95,23.79,25.41,1018,,,88,1.5,300,,,,,40,802,Clouds,scattered clouds,03n
1459846800,2016-04-05 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.87,27.8,23.96,25.18,1018,,,88,3.1,170,0.1,,,,75,501,Rain,moderate rain,10d
1459850400,2016-04-05 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.18,27.58,25,25.88,1019,,,88,4.1,210,0.11,,,,75,500,Rain,light rain,10d
1459854000,2016-04-05 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.3,28.12,25,26.23,1019,,,88,3.6,240,,,,,75,803,Clouds,broken clouds,04d
1459857600,2016-04-05 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.35,28.54,25,26.4,1020,,,88,3.1,290,,,,,75,803,Clouds,broken clouds,04d
1459861200,2016-04-05 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.59,29.92,25.59,27,1020,,,83,3.1,310,,,,,75,803,Clouds,broken clouds,04d
1459864800,2016-04-05 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.68,30.89,25.44,29,1019,,,74,2.6,230,,,,,75,803,Clouds,broken clouds,04d
1459868400,2016-04-05 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.86,29.27,25.64,29,1018,,,70,4.6,170,,,,,75,803,Clouds,broken clouds,04d
1459872000,2016-04-05 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.5,30.43,25.88,30,1017,,,66,3.6,160,,,,,40,802,Clouds,scattered clouds,03d
1459875600,2016-04-05 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.59,29.86,26.16,30,1017,,,66,4.6,160,,,,,40,802,Clouds,scattered clouds,03d
1459879200,2016-04-05 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.51,27.41,26.43,28,1016,,,74,7.2,170,,,,,40,802,Clouds,scattered clouds,03d
1459882800,2016-04-05 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.56,29.79,26.62,28,1016,,,78,4.6,170,,,,,75,803,Clouds,broken clouds,04d
1459886400,2016-04-05 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.03,30.26,26.79,27.56,1017,,,83,3.6,180,,,,,75,803,Clouds,broken clouds,04d
1459890000,2016-04-05 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.9,31.11,26.58,27,1017,,,83,2.1,180,,,,,75,803,Clouds,broken clouds,04n
1459893600,2016-04-05 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.31,30.19,26,27.13,1017,,,83,2.1,340,,,,,75,803,Clouds,broken clouds,04n
1459897200,2016-04-05 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.75,30.64,25,27.18,1018,,,88,1,320,,,,,75,803,Clouds,broken clouds,04n
1459900800,2016-04-06 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.74,30.27,25,27.13,1019,,,88,1.5,300,,,,,75,803,Clouds,broken clouds,04n
1459904400,2016-04-06 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.17,29.6,24,27.11,1018,,,94,2.1,320,,,,,75,803,Clouds,broken clouds,04n
1459908000,2016-04-06 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.16,30,24,27.01,1018,,,94,1.5,340,,,,,40,802,Clouds,scattered clouds,03n
1459911600,2016-04-06 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25,30.1,24,26.99,1018,,,94,1,300,,,,,40,802,Clouds,scattered clouds,03n
1459915200,2016-04-06 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.34,28.71,23,26.82,1017,,,94,1.5,310,,,,,0,800,Clear,sky is clear,01n
1459918800,2016-04-06 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.23,28.89,23,26.66,1016,,,94,1,350,,,,,0,800,Clear,sky is clear,01n
1459922400,2016-04-06 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.11,27.89,23,26.52,1016,,,94,2.16,181,,,,,0,800,Clear,sky is clear,01n
1459926000,2016-04-06 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.09,28.32,23,26.48,1015,,,94,1.5,310,,,,,0,800,Clear,sky is clear,01n
1459929600,2016-04-06 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.08,27.88,23,26.43,1015,,,94,2.1,320,,,,,40,802,Clouds,scattered clouds,03n
1459933200,2016-04-06 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.06,28.27,23,26.34,1016,,,94,1.5,320,,,,,20,801,Clouds,few clouds,02d
1459936800,2016-04-06 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.44,28.87,23,26.68,1016,,,94,1.5,310,,,,,40,802,Clouds,scattered clouds,03d
1459940400,2016-04-06 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.61,29.65,25,26.67,1016,,,88,2.1,320,,,,,40,802,Clouds,scattered clouds,03d
1459944000,2016-04-06 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.37,31.67,26.15,28,1017,,,78,1.5,270,,,,,40,802,Clouds,scattered clouds,03d
1459947600,2016-04-06 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.45,31.31,26.38,28,1017,,,74,1.5,140,,,,,40,802,Clouds,scattered clouds,03d
1459951200,2016-04-06 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.07,31.34,26.56,29,1016,,,70,2.1,130,,,,,40,802,Clouds,scattered clouds,03d
1459954800,2016-04-06 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.86,30.62,26.88,30,1015,,,66,4.1,170,,,,,40,802,Clouds,scattered clouds,03d
1459958400,2016-04-06 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.93,29.5,26.99,30,1015,,,62,5.1,160,,,,,20,801,Clouds,few clouds,02d
1459962000,2016-04-06 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.52,29.42,27.05,31,1014,,,55,5.1,120,,,,,20,801,Clouds,few clouds,02d
1459965600,2016-04-06 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.96,29.01,27.1,30,1014,,,58,5.1,130,,,,,20,801,Clouds,few clouds,02d
1459969200,2016-04-06 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.39,29.21,27.15,29,1014,,,66,5.1,150,,,,,20,801,Clouds,few clouds,02d
1459972800,2016-04-06 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.84,30.44,27.19,28.26,1014,,,74,3.6,160,,,,,20,801,Clouds,few clouds,02d
1459976400,2016-04-06 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.62,30.45,26.86,28,1014,,,74,3.1,170,,,,,20,801,Clouds,few clouds,02n
1459980000,2016-04-06 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.98,31.23,26.28,27.53,1015,,,83,2.1,180,,,,,20,801,Clouds,few clouds,02n
