dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1460833200,2016-04-16 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.02,30.16,27.35,30,1016,,,66,5.1,80,,,,,20,801,Clouds,few clouds,02d
1460836800,2016-04-16 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.46,29.41,27.44,29,1017,,,70,5.7,90,,,,,0,800,Clear,sky is clear,01d
1460840400,2016-04-16 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.69,30.21,26.92,28,1017,,,74,3.6,60,,,,,0,800,Clear,sky is clear,01n
1460844000,2016-04-16 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.02,30.36,26.21,27.63,1018,,,78,2.6,50,,,,,0,800,Clear,sky is clear,01n
1460847600,2016-04-16 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.04,31.16,26.33,27.66,1019,,,78,1.5,340,,,,,0,800,Clear,sky is clear,01n
1460851200,2016-04-17 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.48,30.87,26,27.65,1019,,,83,1.5,350,,,,,0,800,Clear,sky is clear,01n
1460854800,2016-04-17 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.46,30.84,26,27.58,1019,,,83,1.5,300,,,,,20,801,Clouds,few clouds,02n
1460858400,2016-04-17 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.23,29.83,24,27.45,1019,,,88,1,300,,,,,20,801,Clouds,few clouds,02n
1460862000,2016-04-17 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.07,29.86,24,27.14,1019,,,94,1.5,320,,,,,75,803,Clouds,broken clouds,04n
1460865600,2016-04-17 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.91,29.33,24,26.66,1019,,,88,1,320,,,,,40,802,Clouds,scattered clouds,03n
1460869200,2016-04-17 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.72,29.04,24,26.26,1018,,,88,1,330,,,,,20,801,Clouds,few clouds,02n
1460872800,2016-04-17 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24,28.66,23,25.98,1018,,,94,0.81,352,,,,,20,801,Clouds,few clouds,02n
1460876400,2016-04-17 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,23.92,28.05,23,25.63,1019,,,94,1.5,330,,,,,20,801,Clouds,few clouds,02n
1460880000,2016-04-17 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,23.84,28.28,23,25.47,1019,,,94,1,330,,,,,20,801,Clouds,few clouds,02n
1460883600,2016-04-17 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,23.86,27.89,23,25.39,1019,,,94,1.6,51,,,,,40,802,Clouds,scattered clouds,03d
1460887200,2016-04-17 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.67,28.81,24,26.1,1020,,,94,2.1,320,,,,,40,802,Clouds,scattered clouds,03d
1460890800,2016-04-17 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.4,30.75,25.41,27,1020,,,83,1.5,280,,,,,40,802,Clouds,scattered clouds,03d
1460894400,2016-04-17 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27,31.1,25.45,28,1021,,,78,1.5,300,,,,,75,803,Clouds,broken clouds,04d
1460898000,2016-04-17 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.07,30.09,25.51,28,1021,,,78,3.1,170,,,,,75,803,Clouds,broken clouds,04d
1460901600,2016-04-17 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.73,29.92,25.58,29,1020,,,74,4.1,150,,,,,75,803,Clouds,broken clouds,04d
1460905200,2016-04-17 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.11,30.99,25.65,31,1019,,,66,4.1,110,,,,,40,802,Clouds,scattered clouds,03d
1460908800,2016-04-17 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.14,30.15,25.87,31,1019,,,62,4.6,100,,,,,40,802,Clouds,scattered clouds,03d
1460912400,2016-04-17 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.19,30.23,26.08,31,1018,,,62,4.6,100,,,,,40,802,Clouds,scattered clouds,03d
1460916000,2016-04-17 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.22,31.51,26.23,31,1018,,,66,3.6,80,,,,,20,801,Clouds,few clouds,02d
1460919600,2016-04-17 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.12,30.87,26.35,29,1018,,,74,3.6,140,,,,,20,801,Clouds,few clouds,02d
1460923200,2016-04-17 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.15,31.61,26.51,29,1018,,,74,2.6,140,,,,,20,801,Clouds,few clouds,02d
1460926800,2016-04-17 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.4,31.71,26.42,28,1018,,,78,1.5,170,,,,,40,802,Clouds,scattered clouds,03n
1460930400,2016-04-17 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.82,31.75,26.22,27,1019,,,83,1,40,,,,,20,801,Clouds,few clouds,02n
1460934000,2016-04-17 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.78,31.34,26.32,27,1020,,,83,1.5,30,,,,,40,802,Clouds,scattered clouds,03n
1460937600,2016-04-18 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.02,31.06,25.62,26.31,1020,,,88,1,330,,,,,40,802,Clouds,scattered clouds,03n
1460941200,2016-04-18 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.92,29.59,25.36,26.08,1020,,,83,2.1,320,,,,,40,802,Clouds,scattered clouds,03n
1460944800,2016-04-18 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.28,29.56,25,25.89,1020,,,88,1.5,310,,,,,40,802,Clouds,scattered clouds,03n
1460948400,2016-04-18 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.08,29.6,24.2,25.79,1020,,,88,1,320,,,,,20,801,Clouds,few clouds,02n
1460952000,2016-04-18 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.03,29.37,24.43,25.45,1019,,,88,1.21,34,,,,,40,802,Clouds,scattered clouds,03n
1460955600,2016-04-18 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.95,30.02,24.32,25.2,1019,,,94,1,10,0.12,,,,75,500,Rain,light rain,10n
1460959200,2016-04-18 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.91,29.95,24.22,25.1,1018,,,94,1,300,,,,,75,803,Clouds,broken clouds,04n
1460962800,2016-04-18 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.95,29.25,24.31,25.23,1018,,,94,2.1,310,,,,,75,803,Clouds,broken clouds,04n
1460966400,2016-04-18 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.39,28.02,24,25.24,1019,,,94,2.6,340,0.5,,,,75,500,Rain,light rain,10n
1460970000,2016-04-18 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.43,28.43,24,25.33,1019,,,94,2.1,240,0.5,,,,75,500,Rain,light rain,10d
1460973600,2016-04-18 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.68,29.59,24,26.17,1020,,,94,1,270,,,,,40,802,Clouds,scattered clouds,03d
1460977200,2016-04-18 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.34,30.64,25,26.39,1020,,,94,1,280,,,,,75,803,Clouds,broken clouds,04d
1460980800,2016-04-18 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.15,32.27,25.63,28,1020,,,83,1,270,,,,,40,802,Clouds,scattered clouds,03d
1460984400,2016-04-18 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.25,31.9,25.85,28,1020,,,88,2.6,150,,,,,40,802,Clouds,scattered clouds,03d
1460988000,2016-04-18 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.31,30.11,26.09,28,1019,,,78,3.6,170,,,,,40,802,Clouds,scattered clouds,03d
1460991600,2016-04-18 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.3,32.51,26.33,31,1019,,,70,3.1,90,,,,,40,802,Clouds,scattered clouds,03d
1460995200,2016-04-18 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.36,30.67,26.51,31,1018,,,66,5.1,120,,,,,20,801,Clouds,few clouds,02d
1460998800,2016-04-18 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.35,30.11,26.49,31,1017,,,62,5.1,100,,,,,20,801,Clouds,few clouds,02d
1461002400,2016-04-18 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.33,30.44,26.4,31,1017,,,62,4.6,100,,,,,20,801,Clouds,few clouds,02d
1461006000,2016-04-18 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.7,30.03,26.36,30,1017,,,66,4.6,80,,,,,20,801,Clouds,few clouds,02d
1461009600,2016-04-18 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.12,30.71,26.43,29,1018,,,70,3.1,70,,,,,0,800,Clear,sky is clear,01d
1461013200,2016-04-18 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.32,30.47,26.11,28,1018,,,78,3.1,50,,,,,0,800,Clear,sky is clear,01n
1461016800,2016-04-18 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.5,30.75,26.51,28,1019,,,78,3.1,50,,,,,20,801,Clouds,few clouds,02n
1461020400,2016-04-18 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.87,30.71,26.33,27,1019,,,83,2.6,60,,,,,20,801,Clouds,few clouds,02n
1461024000,2016-04-19 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.8,31.37,26.21,27,1020,,,83,1.5,10,,,,,20,801,Clouds,few clouds,02n
1461027600,2016-04-19 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.02,30.71,25.69,26.39,1019,,,88,1.5,350,,,,,20,801,Clouds,few clouds,02n
1461031200,2016-04-19 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.33,30.27,25,26.12,1019,,,94,1.5,310,,,,,40,802,Clouds,scattered clouds,03n
1461034800,2016-04-19 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.1,29.28,24.52,25.88,1019,,,88,1.5,320,,,,,20,801,Clouds,few clouds,02n
1461038400,2016-04-19 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.44,29.57,24,25.53,1018,,,94,0.5,320,,,,,40,802,Clouds,scattered clouds,03n
1461042000,2016-04-19 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.33,26.87,24,25.43,1018,,,94,4.1,340,,,,,20,801,Clouds,few clouds,02n
1461045600,2016-04-19 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.88,29.91,24.02,25.37,1017,,,94,1,270,,,,,75,803,Clouds,broken clouds,04n
1461049200,2016-04-19 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.32,29.63,23.98,25.37,1017,,,100,1,360,,,,,75,803,Clouds,broken clouds,04n
1461052800,2016-04-19 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.29,28.98,23.89,25.25,1017,,,94,1,320,,,,,75,803,Clouds,broken clouds,04n
1461056400,2016-04-19 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.38,29.12,23.92,25.62,1018,,,94,1,320,,,,,40,802,Clouds,scattered clouds,03d
1461060000,2016-04-19 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.81,29.8,24,26.15,1019,,,94,1,300,,,,,40,802,Clouds,scattered clouds,03d
1461063600,2016-04-19 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.07,30.37,25.79,26.41,1019,,,88,2.1,320,,,,,40,802,Clouds,scattered clouds,03d
1461067200,2016-04-19 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.32,32.19,26.08,28,1019,,,83,1.5,330,,,,,75,803,Clouds,broken clouds,04d
1461070800,2016-04-19 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.87,29.64,26.22,29,1019,,,70,4.1,80,,,,,75,803,Clouds,broken clouds,04d
1461074400,2016-04-19 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.65,29.44,26.01,27,1019,,,78,3.1,160,,,,,40,802,Clouds,scattered clouds,03d
1461078000,2016-04-19 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.45,32.68,25.91,30,1018,,,70,1,140,,,,,75,803,Clouds,broken clouds,04d
1461081600,2016-04-19 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.92,29.22,26.11,29,1017,,,66,4.1,170,,,,,20,801,Clouds,few clouds,02d
1461085200,2016-04-19 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.56,29.3,26.21,30,1017,,,62,4.6,100,,,,,20,801,Clouds,few clouds,02d
1461088800,2016-04-19 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.6,30.58,26.2,30,1016,,,66,3.6,100,,,,,20,801,Clouds,few clouds,02d
1461092400,2016-04-19 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.05,29.56,26.3,29,1016,,,70,4.6,100,,,,,20,801,Clouds,few clouds,02d
1461096000,2016-04-19 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.54,30.33,26.44,28,1017,,,74,3.1,110,,,,,20,801,Clouds,few clouds,02d
1461099600,2016-04-19 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.37,30.07,26.33,28,1017,,,74,3.1,70,,,,,20,801,Clouds,few clouds,02n
1461103200,2016-04-19 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.59,31.04,25.49,27,1017,,,83,1.5,50,,,,,40,802,Clouds,scattered clouds,03n
1461106800,2016-04-19 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.08,30.6,25.65,26.59,1018,,,83,1,340,,,,,40,802,Clouds,scattered clouds,03n
1461110400,2016-04-20 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.13,30.33,25.87,26.64,1018,,,83,1.5,320,,,,,20,801,Clouds,few clouds,02n
1461114000,2016-04-20 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.55,30.03,25,26.62,1019,,,88,1.43,43,,,,,20,801,Clouds,few clouds,02n
1461117600,2016-04-20 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.52,29.92,25,26.4,1019,,,88,1.52,34,,,,,40,802,Clouds,scattered clouds,03n
1461121200,2016-04-20 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.24,29.49,24.98,25.93,1018,,,88,1.5,350,,,,,75,803,Clouds,broken clouds,04n
1461124800,2016-04-20 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.51,29.68,24,25.65,1018,,,94,0.5,320,,,,,40,802,Clouds,scattered clouds,03n
1461128400,2016-04-20 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.38,27.9,24,25.29,1017,,,88,1.88,8,,,,,40,802,Clouds,scattered clouds,03n
1461132000,2016-04-20 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.28,28.62,23.9,25.08,1017,,,94,1.5,310,,,,,40,802,Clouds,scattered clouds,03n
1461135600,2016-04-20 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.3,29,23.98,25.17,1017,,,94,1,100,,,,,75,803,Clouds,broken clouds,04n
1461139200,2016-04-20 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.9,27.5,23.92,25.19,1017,,,88,3.6,90,,,,,75,803,Clouds,broken clouds,04n
1461142800,2016-04-20 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.38,28.35,24,25.26,1017,,,94,2.1,350,,,,,0,800,Clear,sky is clear,01d
1461146400,2016-04-20 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.78,28.78,24,26.23,1018,,,88,1.5,300,,,,,0,800,Clear,sky is clear,01d
1461150000,2016-04-20 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.05,30.21,25.71,26.55,1018,,,83,1.5,330,,,,,0,800,Clear,sky is clear,01d
1461153600,2016-04-20 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.26,31.5,25.87,28,1018,,,78,1.5,340,,,,,0,800,Clear,sky is clear,01d
1461157200,2016-04-20 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.5,31.13,26.06,30,1018,,,66,2.6,40,,,,,20,801,Clouds,few clouds,02d
1461160800,2016-04-20 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.11,29.76,26.15,31,1017,,,62,5.1,80,,,,,20,801,Clouds,few clouds,02d
1461164400,2016-04-20 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.3,29.27,26.39,31,1016,,,62,6.2,60,,,,,20,801,Clouds,few clouds,02d
1461168000,2016-04-20 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.39,29.75,26.58,31,1015,,,62,5.7,80,,,,,20,801,Clouds,few clouds,02d
1461171600,2016-04-20 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.84,29.47,26.74,30,1015,,,66,5.7,70,,,,,20,801,Clouds,few clouds,02d
1461175200,2016-04-20 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.86,29.15,26.87,30,1015,,,66,6.2,70,,,,,20,801,Clouds,few clouds,02d
1461178800,2016-04-20 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.25,29.51,26.85,29,1015,,,70,5.1,80,,,,,20,801,Clouds,few clouds,02d
1461182400,2016-04-20 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.24,30.2,26.81,29,1015,,,70,4.1,70,,,,,75,803,Clouds,broken clouds,04d
1461186000,2016-04-20 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.43,29.46,26.34,28,1015,,,74,4.1,60,,,,,75,803,Clouds,broken clouds,04n
1461189600,2016-04-20 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.45,30.32,26.36,28,1016,,,78,3.6,50,,,,,40,802,Clouds,scattered clouds,03n
1461193200,2016-04-20 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.9,31.11,26.41,27.02,1016,,,83,2.1,360,,,,,75,803,Clouds,broken clouds,04n
1461196800,2016-04-21 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.92,31.14,26.47,27.06,1017,,,83,2.1,10,,,,,75,803,Clouds,broken clouds,04n
1461200400,2016-04-21 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.35,31.02,26,27.03,1017,,,83,1,330,,,,,40,802,Clouds,scattered clouds,03n
1461204000,2016-04-21 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.32,31.19,26,26.91,1017,,,88,1.5,310,,,,,75,803,Clouds,broken clouds,04n
1461207600,2016-04-21 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.56,30.64,25,26.61,1016,,,94,1.5,310,,,,,75,803,Clouds,broken clouds,04n
1461211200,2016-04-21 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.45,29.82,25,26.28,1015,,,88,1.5,310,,,,,75,803,Clouds,broken clouds,04n
1461214800,2016-04-21 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.27,29.89,25,26.06,1015,,,88,1,330,,,,,75,803,Clouds,broken clouds,04n
1461218400,2016-04-21 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.21,29.45,24.86,25.92,1015,,,88,1.5,310,0.3,,,,75,500,Rain,light rain,10n
1461222000,2016-04-21 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.15,30.33,24.6,25.77,1014,,,94,1,320,,,,,75,803,Clouds,broken clouds,04n
1461225600,2016-04-21 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.09,28.06,24.5,25.61,1015,,,94,4.11,32,,,,,75,803,Clouds,broken clouds,04n
1461229200,2016-04-21 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.15,28.09,24.8,25.67,1015,,,94,4.21,28,,,,,40,802,Clouds,scattered clouds,03d
1461232800,2016-04-21 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.28,29.77,25,26.03,1016,,,94,2.1,350,,,,,75,803,Clouds,broken clouds,04d
1461236400,2016-04-21 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.84,30.43,25.36,26,1017,,,88,1.5,350,,,,,40,802,Clouds,scattered clouds,03d
1461240000,2016-04-21 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.45,31.39,25.53,27,1017,,,88,1.5,20,,,,,40,802,Clouds,scattered clouds,03d
1461243600,2016-04-21 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.7,29.52,25.7,29,1017,,,74,4.6,30,,,,,40,802,Clouds,scattered clouds,03d
1461247200,2016-04-21 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.96,29.12,25.93,31,1016,,,62,5.7,360,,,,,40,802,Clouds,scattered clouds,03d
1461250800,2016-04-21 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.22,29.92,26.16,31,1015,,,62,5.1,50,,,,,20,801,Clouds,few clouds,02d
1461254400,2016-04-21 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.32,29.3,26.38,31,1015,,,62,6.2,60,,,,,20,801,Clouds,few clouds,02d
1461258000,2016-04-21 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.25,28.74,26.56,29,1014,,,70,6.2,50,,,,,20,801,Clouds,few clouds,02d
1461261600,2016-04-21 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.31,28.33,26.76,29,1014,,,66,6.2,60,,,,,20,801,Clouds,few clouds,02d
1461265200,2016-04-21 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.95,29.28,27.03,30,1014,,,66,6.2,60,,,,,20,801,Clouds,few clouds,02d
1461268800,2016-04-21 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.42,29,27.24,29,1015,,,70,6.2,60,,,,,75,803,Clouds,broken clouds,04d
1461272400,2016-04-21 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.63,29.9,26.84,28,1015,,,78,4.6,50,,,,,0,800,Clear,sky is clear,01n
1461276000,2016-04-21 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.97,29.93,26.34,27.35,1016,,,78,3.1,30,,,,,0,800,Clear,sky is clear,01n
1461279600,2016-04-21 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.96,28.87,26.29,27.35,1017,,,78,4.6,10,,,,,0,800,Clear,sky is clear,01n
1461283200,2016-04-22 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.34,27.92,26,27.31,1017,,,78,4.6,30,,,,,0,800,Clear,sky is clear,01n
1461286800,2016-04-22 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.28,28.74,26,27.18,1017,,,83,4.1,30,,,,,0,800,Clear,sky is clear,01n
1461290400,2016-04-22 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,26.21,28.77,25.85,27.02,1017,,,78,3.1,30,,,,,0,800,Clear,sky is clear,01n
1461294000,2016-04-22 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.44,28.15,25,26.82,1016,,,83,3.1,20,,,,,0,800,Clear,sky is clear,01n
1461297600,2016-04-22 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.35,28.01,24.85,26.6,1016,,,83,3.1,30,,,,,0,800,Clear,sky is clear,01n
1461301200,2016-04-22 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.22,28.93,24.5,26.32,1015,,,83,1.5,350,,,,,0,800,Clear,sky is clear,01n
1461304800,2016-04-22 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.54,28.26,24,25.96,1015,,,83,1,10,,,,,0,800,Clear,sky is clear,01n
1461308400,2016-04-22 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.54,27.91,24,25.92,1015,,,83,1.5,20,,,,,0,800,Clear,sky is clear,01n
1461312000,2016-04-22 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,23.94,27.5,23,25.84,1015,,,88,1.5,300,,,,,0,800,Clear,sky is clear,01n
1461315600,2016-04-22 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,23.37,27.56,22,25.73,1015,,,94,1,310,,,,,20,801,Clouds,few clouds,02d
1461319200,2016-04-22 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,24.82,29.19,24,26.3,1016,,,88,1,320,,,,,20,801,Clouds,few clouds,02d
1461322800,2016-04-22 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,25.99,29.34,25.58,26.38,1017,,,83,2.6,320,,,,,40,802,Clouds,scattered clouds,03d
1461326400,2016-04-22 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,27.8,29.88,25.57,29,1017,,,70,3.6,360,,,,,40,802,Clouds,scattered clouds,03d
1461330000,2016-04-22 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.37,29.53,25.49,30,1017,,,66,4.6,30,,,,,40,802,Clouds,scattered clouds,03d
1461333600,2016-04-22 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.98,29.04,25.68,31,1017,,,58,5.1,30,,,,,40,802,Clouds,scattered clouds,03d
1461337200,2016-04-22 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.8,30.72,25.9,32,1016,,,59,4.6,70,,,,,20,801,Clouds,few clouds,02d
1461340800,2016-04-22 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,29.27,28.53,26.07,31,1015,,,62,7.2,70,,,,,20,801,Clouds,few clouds,02d
1461344400,2016-04-22 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,28.68,28.69,26.13,30,1015,,,70,7.2,70,,,,,20,801,Clouds,few clouds,02d
