Column1,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
846,1464926400,2016-06-03 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.34,78.03,74.51,76.85,1011,,,83,8.63,359,,,,,75,803,Clouds,broken clouds,04n
847,1464930000,2016-06-03 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.92,80.49,73.4,76.64,1012,,,89,2.3,180,,,,,75,803,Clouds,broken clouds,04n
848,1464933600,2016-06-03 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.18,78.1,73.51,76.48,1011,,,83,8.05,160,,,,,75,803,Clouds,broken clouds,04n
849,1464937200,2016-06-03 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.83,77.88,73.4,76.31,1012,,,83,4.9,333,,,,,20,801,Clouds,few clouds,02n
850,1464940800,2016-06-03 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.13,74.55,73.33,76.27,1012,,,78,12.66,190,,,,,0,800,Clear,sky is clear,01n
851,1464944400,2016-06-03 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.07,75.13,73.08,76.15,1013,,,78,11.5,200,,,,,20,801,Clouds,few clouds,02n
852,1464948000,2016-06-03 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.09,79.03,74.16,75.43,1014,,,78,4.61,210,,,,,20,801,Clouds,few clouds,02d
853,1464951600,2016-06-03 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.46,78.37,74.36,77,1015,,,74,8.05,210,,,,,75,803,Clouds,broken clouds,04d
854,1464955200,2016-06-03 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.46,77.7,74.56,77,1015,,,74,9.22,180,,,,,0,800,Clear,sky is clear,01d
855,1464958800,2016-06-03 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.81,79.56,74.34,78.8,1014,,,70,8.05,140,,,,,0,800,Clear,sky is clear,01d
856,1464962400,2016-06-03 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.14,82.63,74.41,80.6,1013,,,66,4.61,140,,,,,0,800,Clear,sky is clear,01d
857,1464966000,2016-06-03 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.39,81.05,75.29,80.6,1012,,,66,8.05,110,,,,,0,800,Clear,sky is clear,01d
858,1464969600,2016-06-03 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.47,80.51,75.56,80.6,1011,,,66,9.22,80,,,,,0,800,Clear,sky is clear,01d
859,1464973200,2016-06-03 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.15,79.39,75.58,78.8,1011,,,70,9.22,60,,,,,0,800,Clear,sky is clear,01d
860,1464976800,2016-06-03 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.06,80.04,75.28,78.8,1011,,,74,9.22,60,,,,,0,800,Clear,sky is clear,01d
861,1464980400,2016-06-03 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.71,81.05,75.18,77,1011,,,83,6.91,60,,,,,75,803,Clouds,broken clouds,04d
862,1464984000,2016-06-03 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.82,81.86,75.61,77,1012,,,83,5.75,60,,,,,75,803,Clouds,broken clouds,04d
863,1464987600,2016-06-03 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.75,81.75,75.29,77,1013,,,83,5.75,160,,,,,75,803,Clouds,broken clouds,04n
864,1464991200,2016-06-03 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.48,81.34,74.1,77,1013,,,83,5.75,200,,,,,75,803,Clouds,broken clouds,04n
865,1464994800,2016-06-03 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.51,83.16,74.2,77,1014,,,89,4.61,250,,,,,75,803,Clouds,broken clouds,04n
866,1464998400,2016-06-04 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.24,81.19,74,76.57,1014,,,89,4.61,320,,,,,40,802,Clouds,scattered clouds,03n
867,1465002000,2016-06-04 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.98,80.78,73.4,76.72,1013,,,94,3.44,330,,,,,40,802,Clouds,scattered clouds,03n
868,1465005600,2016-06-04 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.03,81.5,73.4,76.88,1013,,,94,2.3,330,,,,,75,803,Clouds,broken clouds,04n
869,1465009200,2016-06-04 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.92,79.39,73.4,76.78,1013,,,94,5.75,300,,,,,75,803,Clouds,broken clouds,04n
870,1465012800,2016-06-04 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.9,80.67,73.4,76.63,1013,,,94,3.44,290,,,,,0,800,Clear,sky is clear,01n
871,1465016400,2016-06-04 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.16,81.09,73.62,76.28,1012,,,89,4.61,350,,,,,0,800,Clear,sky is clear,01n
872,1465020000,2016-06-04 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.15,82.35,73.54,76.15,1012,,,89,2.3,260,,,,,20,801,Clouds,few clouds,02n
873,1465023600,2016-06-04 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.81,81.18,73.4,76.08,1012,,,94,2.3,320,,,,,0,800,Clear,sky is clear,01n
874,1465027200,2016-06-04 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.76,79.79,73.16,76,1012,,,94,4.61,10,,,,,0,800,Clear,sky is clear,01n
875,1465030800,2016-06-04 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.78,80.47,73.4,75.95,1012,,,94,3.44,360,,,,,0,800,Clear,sky is clear,01n
876,1465034400,2016-06-04 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.08,78.15,73.4,76.38,1012,,,94,8.41,353,,,,,100,804,Clouds,overcast clouds,04d
877,1465038000,2016-06-04 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.43,83.68,75.2,76.38,1013,,,94,2.3,290,,,,,99,804,Clouds,overcast clouds,04d
878,1465041600,2016-06-04 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.84,84.31,75.99,77,1013,,,89,3.44,30,,,,,0,800,Clear,sky is clear,01d
879,1465045200,2016-06-04 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.61,88.29,76.64,80.6,1014,,,84,2.3,200,,,,,0,800,Clear,sky is clear,01d
880,1465048800,2016-06-04 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.66,85.14,76.54,80.6,1013,,,84,8.05,160,,,,,0,800,Clear,sky is clear,01d
881,1465052400,2016-06-04 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,80.15,84.85,77.34,80.97,1012,,,79,8.05,140,,,,,0,800,Clear,sky is clear,01d
882,1465056000,2016-06-04 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.83,82.45,77.44,84.2,1011,,,70,16.11,160,,,,,40,802,Clouds,scattered clouds,03d
883,1465059600,2016-06-04 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.81,86.95,77.37,84.2,1010,,,70,8.05,110,,,,,20,801,Clouds,few clouds,02d
884,1465063200,2016-06-04 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.69,87.4,77.1,84.2,1010,,,70,6.91,140,,,,,40,802,Clouds,scattered clouds,03d
885,1465066800,2016-06-04 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.56,89.42,76.98,84.2,1010,,,74,4.61,100,,,,,40,802,Clouds,scattered clouds,03d
886,1465070400,2016-06-04 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.55,83.39,76.89,79.62,1012,,,84,8.05,170,,,,,40,802,Clouds,scattered clouds,03d
887,1465074000,2016-06-04 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.26,83.59,76.2,78.8,1012,,,84,6.91,160,,,,,40,802,Clouds,scattered clouds,03n
888,1465077600,2016-06-04 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.96,83.21,76.31,77.49,1013,,,89,5.75,150,,,,,75,803,Clouds,broken clouds,04n
889,1465081200,2016-06-04 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.95,82.53,76.18,77.53,1014,,,89,6.91,160,,,,,40,802,Clouds,scattered clouds,03n
890,1465084800,2016-06-05 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.61,80.47,75.2,77.51,1014,,,89,6.89,192,,,,,40,802,Clouds,scattered clouds,03n
891,1465088400,2016-06-05 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.6,81.1,75.2,77.46,1014,,,89,5.75,200,,,,,40,802,Clouds,scattered clouds,03n
892,1465092000,2016-06-05 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.52,81.63,75.2,77.33,1015,,,89,4.61,200,,,,,40,802,Clouds,scattered clouds,03n
893,1465095600,2016-06-05 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.38,79.7,74.53,77.15,1014,,,83,5.75,220,,,,,20,801,Clouds,few clouds,02n
894,1465099200,2016-06-05 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.68,79.45,71.6,76.91,1014,,,94,2.3,340,,,,,20,801,Clouds,few clouds,02n
895,1465102800,2016-06-05 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.54,77.61,71.6,76.66,1014,,,94,5.17,231,,,,,75,803,Clouds,broken clouds,04n
896,1465106400,2016-06-05 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.8,80.15,73.23,76.48,1013,,,94,4.09,245,,,,,75,803,Clouds,broken clouds,04n
897,1465110000,2016-06-05 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.74,80.22,73.05,76.24,1013,,,89,2.3,350,,,,,75,803,Clouds,broken clouds,04n
898,1465113600,2016-06-05 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.71,79.99,72.83,76.15,1013,,,89,2.62,299,,,,,75,803,Clouds,broken clouds,04n
899,1465117200,2016-06-05 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.46,78.48,71.6,75.96,1013,,,94,3.44,330,,,,,20,801,Clouds,few clouds,02n
900,1465120800,2016-06-05 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.96,79.92,73.4,75.93,1014,,,89,3.44,360,,,,,40,802,Clouds,scattered clouds,03d
901,1465124400,2016-06-05 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.42,83.41,75.2,76.28,1015,,,89,1.14,330,,,,,40,802,Clouds,scattered clouds,03d
902,1465128000,2016-06-05 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.48,83.82,76.15,80.6,1015,,,79,8.05,360,,,,,40,802,Clouds,scattered clouds,03d
903,1465131600,2016-06-05 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.29,84.87,76.92,84.2,1015,,,70,10.36,10,,,,,40,802,Clouds,scattered clouds,03d
904,1465135200,2016-06-05 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,85.08,85.48,77.33,87.8,1014,,,63,13.8,10,,,,,75,803,Clouds,broken clouds,04d
905,1465138800,2016-06-05 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,85.64,85.96,77.64,87.8,1013,,,59,12.66,10,,,,,40,802,Clouds,scattered clouds,03d
906,1465142400,2016-06-05 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,84.38,83.86,77.74,86,1011,,,66,16.11,50,,,,,40,802,Clouds,scattered clouds,03d
907,1465146000,2016-06-05 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,85.71,87.71,77.83,87.8,1011,,,63,11.5,40,,,,,20,801,Clouds,few clouds,02d
908,1465149600,2016-06-05 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,85.62,86.29,77.81,87.8,1010,,,63,13.8,60,,,,,20,801,Clouds,few clouds,02d
909,1465153200,2016-06-05 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.9,83.86,77.75,84.2,1010,,,70,13.8,40,,,,,0,800,Clear,sky is clear,01d
910,1465156800,2016-06-05 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81.46,82.13,77.85,84.2,1010,,,78,16.11,40,,,,,0,800,Clear,sky is clear,01d
911,1465160400,2016-06-05 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.92,82.29,77.81,80.6,1011,,,84,13.8,30,,,,,0,800,Clear,sky is clear,01n
912,1465164000,2016-06-05 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.51,83.03,77.49,78.8,1012,,,89,10.36,10,,,,,0,800,Clear,sky is clear,01n
913,1465167600,2016-06-05 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.48,79.39,77.39,78.8,1012,,,84,14.97,20,,,,,0,800,Clear,sky is clear,01n
914,1465171200,2016-06-06 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.42,78.01,77.15,78.8,1012,,,84,17.27,30,,,,,0,800,Clear,sky is clear,01n
915,1465174800,2016-06-06 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.4,78.64,76.99,78.8,1012,,,84,16.11,30,,,,,0,800,Clear,sky is clear,01n
916,1465178400,2016-06-06 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.35,81.16,76.76,78.8,1012,,,84,11.5,360,,,,,0,800,Clear,sky is clear,01n
917,1465182000,2016-06-06 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.86,81.09,75.54,77.27,1012,,,89,9.22,10,,,,,0,800,Clear,sky is clear,01n
918,1465185600,2016-06-06 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.84,81.72,75.49,77.11,1012,,,89,8.05,360,,,,,0,800,Clear,sky is clear,01n
919,1465189200,2016-06-06 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.91,81.82,76.08,77,1011,,,89,8.05,10,,,,,0,800,Clear,sky is clear,01n
920,1465192800,2016-06-06 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.69,82.13,74.71,77,1011,,,89,6.91,20,,,,,0,800,Clear,sky is clear,01n
921,1465196400,2016-06-06 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.62,82.67,74.35,77,1010,,,89,5.75,20,,,,,0,800,Clear,sky is clear,01n
922,1465200000,2016-06-06 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.29,79.97,74.33,76.49,1011,,,89,6.91,40,,,,,0,800,Clear,sky is clear,01n
923,1465203600,2016-06-06 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.25,77.97,74.3,76.37,1011,,,89,10.36,20,,,,,0,800,Clear,sky is clear,01n
924,1465207200,2016-06-06 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.4,81.68,75.2,76.51,1012,,,94,5.75,40,,,,,0,800,Clear,sky is clear,01d
925,1465210800,2016-06-06 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.1,81.41,75.69,78.8,1013,,,84,10.36,20,,,,,0,800,Clear,sky is clear,01d
926,1465214400,2016-06-06 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.54,84.27,76.05,80.6,1013,,,84,9.22,20,,,,,0,800,Clear,sky is clear,01d
927,1465218000,2016-06-06 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.7,89.6,76.42,86,1013,,,70,5.75,360,,,,,0,800,Clear,sky is clear,01d
928,1465221600,2016-06-06 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.56,91.2,76.98,89.6,1012,,,59,5.75,10,,,,,0,800,Clear,sky is clear,01d
929,1465225200,2016-06-06 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,88.45,92.55,77.48,91.4,1011,,,56,6.91,60,,,,,0,800,Clear,sky is clear,01d
930,1465228800,2016-06-06 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,89.89,91.26,77.77,93.2,1010,,,53,11.5,70,,,,,0,800,Clear,sky is clear,01d
931,1465232400,2016-06-06 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,87.24,86.25,77.78,89.6,1009,,,56,14.97,60,,,,,44,802,Clouds,scattered clouds,03d
932,1465236000,2016-06-06 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81.86,79.92,77.64,84.26,1010,,,74,19.57,160,,,,,14,801,Clouds,few clouds,02d
933,1465239600,2016-06-06 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,80.42,83.32,77.65,83.49,1010,,,79,11.5,160,,,,,18,801,Clouds,few clouds,02d
934,1465243200,2016-06-06 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.23,82.33,77,78.83,1010,,,89,8.05,150,,,,,13,801,Clouds,few clouds,02d
935,1465246800,2016-06-06 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.22,83.59,77,78.12,1010,,,89,5.75,150,,,,,43,802,Clouds,scattered clouds,03n
936,1465250400,2016-06-06 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.18,85.48,77,77.92,1010,,,89,2.3,170,,,,,0,800,Clear,sky is clear,01n
937,1465254000,2016-06-06 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.85,84.33,75.2,77.93,1010,,,94,2.3,350,,,,,0,800,Clear,sky is clear,01n
938,1465257600,2016-06-07 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.83,83.39,75.2,77.91,1010,,,89,2.3,340,,,,,0,800,Clear,sky is clear,01n
939,1465261200,2016-06-07 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.83,84.96,75.2,77.84,1010,,,94,1.14,10,,,,,0,800,Clear,sky is clear,01n
940,1465264800,2016-06-07 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.11,85.37,77,77.79,1010,,,89,2.3,30,,,,,0,800,Clear,sky is clear,01n
941,1465268400,2016-06-07 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.7,83.46,75.2,77.64,1010,,,94,3.44,330,,,,,0,800,Clear,sky is clear,01n
942,1465272000,2016-06-07 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.65,83.12,75.2,77.44,1010,,,89,2.3,330,,,,,0,800,Clear,sky is clear,01n
943,1465275600,2016-06-07 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.21,79.2,73.4,77.21,1009,,,94,6.91,30,,,,,0,800,Clear,sky is clear,01n
944,1465279200,2016-06-07 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.49,83.12,75.2,77.07,1009,,,94,3.44,340,,,,,0,800,Clear,sky is clear,01n
945,1465282800,2016-06-07 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.43,82.38,75.11,76.97,1009,,,94,4.61,10,,,,,0,800,Clear,sky is clear,01n
946,1465286400,2016-06-07 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.07,77.34,73.4,76.87,1010,,,94,9.8,360,,,,,0,800,Clear,sky is clear,01n
947,1465290000,2016-06-07 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.36,80.33,74.66,76.77,1011,,,94,8.05,170,,,,,0,800,Clear,sky is clear,01n
948,1465293600,2016-06-07 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.43,78.89,75.2,76.4,1012,,,89,9.22,160,,,,,40,701,Mist,mist,50d
949,1465297200,2016-06-07 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.43,81.73,75.2,76.37,1012,,,94,5.75,170,,,,,40,701,Mist,mist,50d
950,1465300800,2016-06-07 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.04,81.97,75.1,78.8,1014,,,84,9.22,200,,,,,20,801,Clouds,few clouds,02d
951,1465304400,2016-06-07 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.18,83.71,74.48,80.6,1013,,,84,9.22,150,,,,,0,800,Clear,sky is clear,01d
952,1465308000,2016-06-07 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.07,77.67,74.2,80.6,1013,,,74,16.11,170,,,,,20,801,Clouds,few clouds,02d
953,1465311600,2016-06-07 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.14,76.46,74.46,80.6,1013,,,74,18.41,170,,,,,20,801,Clouds,few clouds,02d
954,1465315200,2016-06-07 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.12,76.28,74.41,80.6,1012,,,70,17.27,170,,,,,20,801,Clouds,few clouds,02d
955,1465318800,2016-06-07 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.77,75.74,74.44,78.8,1012,,,74,16.11,180,,,,,75,803,Clouds,broken clouds,04d
956,1465322400,2016-06-07 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.5,74.8,74.56,77,1012,,,79,16.11,170,,,,,75,803,Clouds,broken clouds,04d
957,1465326000,2016-06-07 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.55,76.17,74.81,77,1012,,,79,13.8,170,,,,,75,803,Clouds,broken clouds,04d
958,1465329600,2016-06-07 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.2,74.89,75.14,75.23,1012,,,83,13.8,170,,,,,40,802,Clouds,scattered clouds,03d
959,1465333200,2016-06-07 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.2,75.54,74.93,75.57,1013,,,83,12.66,180,,,,,40,802,Clouds,scattered clouds,03n
960,1465336800,2016-06-07 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.98,75.22,73.37,75.24,1014,,,83,12.66,190,,,,,40,802,Clouds,scattered clouds,03n
961,1465340400,2016-06-07 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.02,74.62,73.67,75.28,1014,,,83,13.8,200,,,,,75,803,Clouds,broken clouds,04n
962,1465344000,2016-06-08 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.04,74.66,73.78,75.28,1015,,,83,13.8,210,,,,,75,803,Clouds,broken clouds,04n
963,1465347600,2016-06-08 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.06,74.44,73.97,75.35,1015,,,78,12.66,200,,,,,75,803,Clouds,broken clouds,04n
964,1465351200,2016-06-08 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.06,73.8,74.08,75.33,1016,,,78,13.8,210,,,,,75,803,Clouds,broken clouds,04n
965,1465354800,2016-06-08 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.71,75.92,73.4,75.36,1015,,,83,8.05,200,,,,,40,802,Clouds,scattered clouds,03n
966,1465358400,2016-06-08 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.69,75.24,73.4,75.35,1015,,,83,9.22,190,,,,,75,803,Clouds,broken clouds,04n
967,1465362000,2016-06-08 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.62,76.44,73.21,75.29,1015,,,83,6.91,220,,,,,75,803,Clouds,broken clouds,04n
968,1465365600,2016-06-08 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.21,75.18,71.6,74.98,1015,,,88,6.91,200,,,,,75,803,Clouds,broken clouds,04n
969,1465369200,2016-06-08 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.1,77.63,71.6,74.53,1015,,,88,2.3,190,,,,,75,803,Clouds,broken clouds,04n
970,1465372800,2016-06-08 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.09,74.86,71.6,74.17,1015,,,83,5.75,200,,,,,75,803,Clouds,broken clouds,04n
971,1465376400,2016-06-08 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.01,74.1,71.6,73.76,1016,,,83,6.91,200,,,,,75,803,Clouds,broken clouds,04n
972,1465380000,2016-06-08 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.94,72.7,71.6,73.13,1017,,,83,9.22,210,,,,,40,802,Clouds,scattered clouds,03d
973,1465383600,2016-06-08 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.24,73.29,72.22,73.4,1017,,,83,11.5,210,,,,,75,803,Clouds,broken clouds,04d
974,1465387200,2016-06-08 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.55,71.73,72.25,75.2,1018,,,74,14.97,210,,,,,75,803,Clouds,broken clouds,04d
975,1465390800,2016-06-08 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.61,73.09,72.51,75.2,1018,,,74,12.66,210,,,,,75,803,Clouds,broken clouds,04d
976,1465394400,2016-06-08 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.96,74.79,72.39,77,1018,,,69,11.5,200,,,,,75,803,Clouds,broken clouds,04d
977,1465398000,2016-06-08 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.96,73.49,72.22,77,1017,,,69,13.8,190,,,,,75,803,Clouds,broken clouds,04d
978,1465401600,2016-06-08 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.87,72.07,72.15,77,1016,,,69,16.11,200,,,,,75,803,Clouds,broken clouds,04d
979,1465405200,2016-06-08 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.88,74.03,72.26,77,1016,,,69,12.66,190,,,,,75,803,Clouds,broken clouds,04d
980,1465408800,2016-06-08 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.53,73.65,72.25,75.2,1016,,,74,11.5,190,,,,,40,802,Clouds,scattered clouds,03d
981,1465412400,2016-06-08 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.57,71.53,72.27,75.2,1016,,,69,13.8,190,,,,,40,802,Clouds,scattered clouds,03d
982,1465416000,2016-06-08 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.27,73.17,72.45,73.59,1016,,,78,10.36,180,,,,,75,803,Clouds,broken clouds,04d
983,1465419600,2016-06-08 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.11,70.81,71.66,73.4,1017,,,73,12.66,200,,,,,75,803,Clouds,broken clouds,04n
