Column1,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
708,1464433200,2016-05-28 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,67.95,73.09,66.2,73.35,1022,,,94,1.14,330,,,,,0,800,Clear,sky is clear,01d
709,1464436800,2016-05-28 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.26,74.44,72.43,73.41,1022,,,78,8.05,190,,,,,20,801,Clouds,few clouds,02d
710,1464440400,2016-05-28 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.03,74.08,73.22,77,1022,,,61,10.36,220,,,,,40,802,Clouds,scattered clouds,03d
711,1464444000,2016-05-28 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.45,74.86,73.53,78.8,1022,,,65,13.8,150,,,,,75,803,Clouds,broken clouds,04d
712,1464447600,2016-05-28 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.76,75.92,73.88,78.8,1021,,,65,12.66,160,,,,,0,800,Clear,sky is clear,01d
713,1464451200,2016-05-28 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.79,74.57,73.99,78.8,1020,,,61,13.8,160,,,,,0,800,Clear,sky is clear,01d
714,1464454800,2016-05-28 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.79,73.9,74.11,78.8,1020,,,61,14.97,160,,,,,0,800,Clear,sky is clear,01d
715,1464458400,2016-05-28 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.46,74.21,74.15,77,1019,,,69,13.8,160,,,,,0,800,Clear,sky is clear,01d
716,1464462000,2016-05-28 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.44,74.82,74.21,77,1019,,,69,12.66,170,,,,,0,800,Clear,sky is clear,01d
717,1464465600,2016-05-28 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.11,76.41,74.21,75.67,1020,,,74,8.05,180,,,,,0,800,Clear,sky is clear,01d
718,1464469200,2016-05-28 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.93,76.15,73.93,75.2,1020,,,74,8.05,170,,,,,40,802,Clouds,scattered clouds,03n
719,1464472800,2016-05-28 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.6,75.58,73.4,74.85,1020,,,78,6.91,200,,,,,20,801,Clouds,few clouds,02n
720,1464476400,2016-05-28 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.58,74.25,73.4,74.87,1021,,,78,9.22,200,,,,,40,802,Clouds,scattered clouds,03n
721,1464480000,2016-05-29 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.6,76.41,73.4,75.01,1021,,,83,6.91,220,,,,,40,802,Clouds,scattered clouds,03n
722,1464483600,2016-05-29 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.27,72.61,71.6,74.7,1020,,,83,10.22,217,,,,,20,801,Clouds,few clouds,02n
723,1464487200,2016-05-29 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.28,76.44,71.6,74.67,1020,,,83,3.44,280,,,,,20,801,Clouds,few clouds,02n
724,1464490800,2016-05-29 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.81,74.43,69.8,74.38,1019,,,88,4.61,300,,,,,20,801,Clouds,few clouds,02n
725,1464494400,2016-05-29 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.81,73.02,69.8,74.44,1019,,,83,5.75,310,,,,,0,800,Clear,sky is clear,01n
726,1464498000,2016-05-29 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.39,74.34,68,73.94,1018,,,88,1.14,150,,,,,40,802,Clouds,scattered clouds,03n
727,1464501600,2016-05-29 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.35,72.99,68,73.88,1018,,,88,3.44,270,,,,,20,801,Clouds,few clouds,02n
728,1464505200,2016-05-29 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.35,73.62,68,73.9,1018,,,88,2.3,270,,,,,20,801,Clouds,few clouds,02n
729,1464508800,2016-05-29 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.37,72.36,68,74.04,1018,,,88,4.61,310,,,,,20,801,Clouds,few clouds,02n
730,1464512400,2016-05-29 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.05,67.98,66.2,74.1,1018,,,88,9.01,218,,,,,20,801,Clouds,few clouds,02n
731,1464516000,2016-05-29 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.32,72.81,66.2,74.47,1019,,,88,1.14,360,,,,,0,800,Clear,sky is clear,01d
732,1464519600,2016-05-29 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.28,75.42,71.6,74.43,1019,,,88,6.71,197,,,,,0,800,Clear,sky is clear,01d
733,1464523200,2016-05-29 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.97,76.86,74.03,75.2,1020,,,74,6.91,150,,,,,0,800,Clear,sky is clear,01d
734,1464526800,2016-05-29 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.02,78.22,74.17,75.2,1020,,,74,4.61,150,,,,,40,802,Clouds,scattered clouds,03d
735,1464530400,2016-05-29 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.39,76.96,74.35,77,1019,,,74,10.36,160,,,,,40,802,Clouds,scattered clouds,03d
736,1464534000,2016-05-29 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.69,76.77,74.52,77.57,1018,,,74,11.5,150,,,,,0,800,Clear,sky is clear,01d
737,1464537600,2016-05-29 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.01,78.55,74.64,78.8,1017,,,70,10.36,160,,,,,0,800,Clear,sky is clear,01d
738,1464541200,2016-05-29 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.69,75.47,74.75,77.3,1017,,,74,13.8,160,,,,,75,803,Clouds,broken clouds,04d
739,1464544800,2016-05-29 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.73,77.74,75.14,77.15,1017,,,79,11.5,150,,,,,75,803,Clouds,broken clouds,04d
740,1464548400,2016-05-29 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.27,76.95,75.2,75.66,1017,,,83,10.36,150,,,,,75,803,Clouds,broken clouds,04d
741,1464552000,2016-05-29 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.29,78.91,75.2,75.73,1017,,,83,6.91,160,,,,,75,803,Clouds,broken clouds,04d
742,1464555600,2016-05-29 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.87,79.77,73.4,75.76,1017,,,89,3.44,140,,,,,75,803,Clouds,broken clouds,04n
743,1464559200,2016-05-29 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.78,80.94,73.4,75.92,1017,,,89,1.14,310,,,,,40,802,Clouds,scattered clouds,03n
744,1464562800,2016-05-29 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.55,77.65,71.6,76.2,1017,,,88,3.44,320,,,,,40,802,Clouds,scattered clouds,03n
745,1464566400,2016-05-30 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.59,77.7,71.6,76.24,1017,,,88,3.44,350,,,,,0,800,Clear,sky is clear,01n
746,1464570000,2016-05-30 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.24,75.72,69.8,76.22,1018,,,88,3.44,300,,,,,0,800,Clear,sky is clear,01n
747,1464573600,2016-05-30 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.17,75.61,69.8,76.04,1017,,,88,3.44,300,,,,,20,801,Clouds,few clouds,02n
748,1464577200,2016-05-30 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.64,74.91,68,75.6,1017,,,94,2.3,310,,,,,20,801,Clouds,few clouds,02n
749,1464580800,2016-05-30 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.55,74.79,68,75.13,1017,,,94,2.3,310,,,,,0,800,Clear,sky is clear,01n
750,1464584400,2016-05-30 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.11,72.68,66.2,74.82,1016,,,94,2.3,20,,,,,0,800,Clear,sky is clear,01n
751,1464588000,2016-05-30 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68.04,72.57,66.2,74.51,1015,,,94,2.3,320,,,,,0,800,Clear,sky is clear,01n
752,1464591600,2016-05-30 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,68,71.89,66.2,74.32,1015,,,94,3.44,260,,,,,0,800,Clear,sky is clear,01n
753,1464595200,2016-05-30 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,66.65,69.94,64.4,74.38,1015,,,94,3.44,10,,,,,0,800,Clear,sky is clear,01n
754,1464598800,2016-05-30 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.26,73.06,68,74.51,1015,,,94,4.61,350,,,,,0,800,Clear,sky is clear,01n
755,1464602400,2016-05-30 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.67,72.61,68,74.66,1016,,,94,6.49,343,,,,,0,800,Clear,sky is clear,01d
756,1464606000,2016-05-30 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.76,77.5,73.4,75.05,1016,,,89,7.18,357,,,,,0,800,Clear,sky is clear,01d
757,1464609600,2016-05-30 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,77.97,84.13,75.27,78.8,1016,,,79,3.44,330,,,,,0,800,Clear,sky is clear,01d
758,1464613200,2016-05-30 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.18,85.53,75.87,84.2,1016,,,62,5.75,10,,,,,0,800,Clear,sky is clear,01d
759,1464616800,2016-05-30 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.71,83.52,76.54,86,1014,,,55,10.36,20,,,,,0,800,Clear,sky is clear,01d
760,1464620400,2016-05-30 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.83,86.31,76.95,89.6,1013,,,46,9.22,30,,,,,0,800,Clear,sky is clear,01d
761,1464624000,2016-05-30 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.85,85.82,77.09,89.6,1012,,,49,11.5,40,,,,,20,801,Clouds,few clouds,02d
762,1464627600,2016-05-30 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,84.16,82.58,77.12,86,1011,,,62,16.11,60,,,,,20,801,Clouds,few clouds,02d
763,1464631200,2016-05-30 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.71,81.99,77.03,84.2,1011,,,66,14.97,60,,,,,20,801,Clouds,few clouds,02d
764,1464634800,2016-05-30 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81.27,79.88,77.12,82.4,1011,,,66,14.97,50,,,,,0,800,Clear,sky is clear,01d
765,1464638400,2016-05-30 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.6,79.25,77.15,79.77,1012,,,79,13.8,50,,,,,0,800,Clear,sky is clear,01d
766,1464642000,2016-05-30 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.35,80.17,76.78,78.8,1012,,,79,11.5,40,,,,,0,800,Clear,sky is clear,01n
767,1464645600,2016-05-30 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.96,80.13,76.24,77.17,1013,,,83,9.22,30,,,,,0,800,Clear,sky is clear,01n
768,1464649200,2016-05-30 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.8,82.38,75.29,77.15,1014,,,79,3.44,350,,,,,0,800,Clear,sky is clear,01n
769,1464652800,2016-05-31 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.8,81.73,75.42,77.06,1014,,,79,4.61,10,,,,,0,800,Clear,sky is clear,01n
770,1464656400,2016-05-31 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.43,79.12,75.2,76.84,1014,,,83,6.91,10,,,,,0,800,Clear,sky is clear,01n
771,1464660000,2016-05-31 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.03,79,73.4,76.56,1014,,,83,3.44,310,,,,,0,800,Clear,sky is clear,01n
772,1464663600,2016-05-31 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.52,76.73,71.6,76.3,1014,,,88,4.97,3,,,,,0,800,Clear,sky is clear,01n
773,1464667200,2016-05-31 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.11,76.17,69.8,76.03,1014,,,88,2.3,200,,,,,0,800,Clear,sky is clear,01n
774,1464670800,2016-05-31 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.62,74.86,72.29,75.77,1014,,,89,11.5,150,,,,,0,800,Clear,sky is clear,01n
775,1464674400,2016-05-31 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.51,78.58,71.84,75.42,1013,,,89,4.61,140,,,,,0,800,Clear,sky is clear,01n
776,1464678000,2016-05-31 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.14,76.39,71.57,75.27,1014,,,88,4.61,270,,,,,0,800,Clear,sky is clear,01n
777,1464681600,2016-05-31 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.79,76.24,69.8,75.2,1014,,,94,2.95,330,,,,,1,701,Mist,mist,50n
778,1464685200,2016-05-31 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.4,73.83,68,75.01,1014,,,94,3.62,336,,,,,4,711,Smoke,smoke,50n
779,1464688800,2016-05-31 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.66,74.95,68,74.52,1015,,,94,2.3,310,,,,,64,701,Mist,mist,50d
780,1464688800,2016-05-31 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.66,74.95,68,74.52,1015,,,94,2.3,310,,,,,64,741,Fog,fog,50d
781,1464692400,2016-05-31 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.01,76.3,69.8,74.56,1016,,,94,3.44,290,,,,,65,803,Clouds,broken clouds,04d
782,1464696000,2016-05-31 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.11,81.64,74.53,75.2,1016,,,89,3.44,300,,,,,61,803,Clouds,broken clouds,04d
783,1464699600,2016-05-31 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.27,86.74,75.17,80.6,1016,,,79,2.3,70,,,,,60,803,Clouds,broken clouds,04d
784,1464703200,2016-05-31 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.45,82.76,75.58,80.6,1015,,,74,8.05,150,,,,,25,802,Clouds,scattered clouds,03d
785,1464706800,2016-05-31 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81.28,83.35,75.93,82.4,1013,,,70,10.36,170,,,,,53,803,Clouds,broken clouds,04d
786,1464710400,2016-05-31 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.89,85.42,76.01,86,1012,,,62,10.36,60,,,,,40,802,Clouds,scattered clouds,03d
787,1464714000,2016-05-31 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.77,82.63,76.05,86,1012,,,62,14.97,70,,,,,20,801,Clouds,few clouds,02d
788,1464717600,2016-05-31 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.73,85.82,76.26,86,1011,,,62,9.22,60,,,,,0,800,Clear,sky is clear,01d
789,1464721200,2016-05-31 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.4,85.44,76.47,84.2,1012,,,66,8.05,60,,,,,20,801,Clouds,few clouds,02d
790,1464724800,2016-05-31 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.77,83.07,76.59,80.6,1012,,,70,6.91,80,,,,,20,801,Clouds,few clouds,02d
791,1464728400,2016-05-31 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.12,83.05,75.83,78.8,1013,,,79,5.75,70,,,,,0,800,Clear,sky is clear,01n
792,1464732000,2016-05-31 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.71,81.05,74.77,77,1013,,,83,6.91,40,,,,,20,801,Clouds,few clouds,02n
793,1464735600,2016-05-31 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.03,82.26,74.89,78.8,1013,,,79,6.91,30,,,,,0,800,Clear,sky is clear,01n
794,1464739200,2016-06-01 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.69,81.66,74.95,77,1013,,,83,5.75,10,,,,,0,800,Clear,sky is clear,01n
795,1464742800,2016-06-01 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.34,81.59,74.85,76.58,1014,,,83,2.3,320,,,,,0,800,Clear,sky is clear,01n
796,1464746400,2016-06-01 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.33,79.38,74.98,76.41,1014,,,78,4.61,350,,,,,0,800,Clear,sky is clear,01n
797,1464750000,2016-06-01 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.81,77.49,73.37,76.19,1014,,,83,5.57,1,,,,,0,800,Clear,sky is clear,01n
798,1464753600,2016-06-01 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.45,78.78,71.6,75.98,1013,,,88,1.14,200,,,,,0,800,Clear,sky is clear,01n
799,1464757200,2016-06-01 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.3,77.27,71.6,75.69,1013,,,88,3.44,310,,,,,0,800,Clear,sky is clear,01n
800,1464760800,2016-06-01 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.93,76.84,69.8,75.47,1013,,,94,2.3,330,,,,,0,800,Clear,sky is clear,01n
801,1464764400,2016-06-01 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.9,75.22,69.8,75.31,1012,,,88,3.44,340,,,,,0,800,Clear,sky is clear,01n
802,1464768000,2016-06-01 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,69.55,74.14,68,75.22,1012,,,94,3.44,350,,,,,0,800,Clear,sky is clear,01n
803,1464771600,2016-06-01 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,70.84,75.15,69.8,75.1,1013,,,88,3.44,290,,,,,0,800,Clear,sky is clear,01n
804,1464775200,2016-06-01 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,71.28,76.05,69.8,75.94,1013,,,94,4.61,30,,,,,0,800,Clear,sky is clear,01d
805,1464778800,2016-06-01 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.24,81.43,75.16,75.53,1014,,,83,2.3,270,,,,,0,800,Clear,sky is clear,01d
806,1464782400,2016-06-01 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.48,84.11,75.88,80.6,1015,,,74,5.75,50,,,,,0,800,Clear,sky is clear,01d
807,1464786000,2016-06-01 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.7,87.67,76.32,86,1014,,,59,4.61,20,,,,,0,800,Clear,sky is clear,01d
808,1464789600,2016-06-01 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.52,89.24,76.88,89.6,1013,,,49,4.61,70,,,,,0,800,Clear,sky is clear,01d
809,1464793200,2016-06-01 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.88,87.28,77.21,89.6,1013,,,52,10.36,80,,,,,0,800,Clear,sky is clear,01d
810,1464796800,2016-06-01 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,86.9,85.23,77.19,89.6,1012,,,49,12.66,80,,,,,20,801,Clouds,few clouds,02d
811,1464800400,2016-06-01 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.8,84.07,77.02,84.2,1011,,,66,11.5,80,0.9,,,,20,521,Rain,proximity shower rain,09d
812,1464804000,2016-06-01 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.01,77.14,75.2,79.87,1013,,,78,10.36,320,,,,,75,803,Clouds,broken clouds,04d
813,1464807600,2016-06-01 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.9,77.88,75.2,78.9,1012,,,83,10.36,260,,,,,40,802,Clouds,scattered clouds,03d
814,1464811200,2016-06-01 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.7,80.62,73.4,80.12,1012,,,83,2.3,330,,,,,40,802,Clouds,scattered clouds,03d
815,1464814800,2016-06-01 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.69,81.19,75.2,77.34,1012,,,78,2.3,40,,,,,40,802,Clouds,scattered clouds,03n
816,1464818400,2016-06-01 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.52,81.86,75.2,77.28,1013,,,83,2.3,80,,,,,0,800,Clear,sky is clear,01n
817,1464822000,2016-06-01 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.17,78.94,73.4,77.17,1013,,,89,5.75,30,,,,,0,800,Clear,sky is clear,01n
818,1464825600,2016-06-02 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.12,79.5,73.4,77.03,1013,,,89,4.61,280,,,,,75,803,Clouds,broken clouds,04n
819,1464829200,2016-06-02 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,74.08,80.1,73.4,76.91,1014,,,89,3.44,280,,,,,75,803,Clouds,broken clouds,04n
820,1464832800,2016-06-02 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.73,77.59,71.6,76.72,1013,,,94,5.75,330,,,,,0,800,Clear,sky is clear,01n
821,1464836400,2016-06-02 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.55,77,71.6,76.43,1013,,,88,4.61,320,,,,,0,800,Clear,sky is clear,01n
822,1464840000,2016-06-02 04:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,72.54,73.76,71.6,76.24,1013,,,88,10.29,356,,,,,0,800,Clear,sky is clear,01n
823,1464843600,2016-06-02 05:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.76,77.65,73.25,75.97,1012,,,89,6.91,10,,,,,0,800,Clear,sky is clear,01n
824,1464847200,2016-06-02 06:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.71,78.87,73,75.72,1011,,,89,4.61,340,,,,,0,800,Clear,sky is clear,01n
825,1464850800,2016-06-02 07:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.65,78.8,72.79,75.53,1011,,,89,4.61,40,,,,,0,800,Clear,sky is clear,01n
826,1464854400,2016-06-02 08:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.63,78.12,72.83,75.36,1011,,,89,5.75,20,,,,,0,800,Clear,sky is clear,01n
827,1464858000,2016-06-02 09:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.62,78.1,72.87,75.28,1011,,,89,5.75,10,,,,,0,800,Clear,sky is clear,01n
828,1464861600,2016-06-02 10:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,73.81,77.74,73.4,75.52,1012,,,89,6.91,30,,,,,40,802,Clouds,scattered clouds,03d
829,1464865200,2016-06-02 11:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.18,81.77,74.98,75.2,1013,,,89,3.44,40,,,,,20,801,Clouds,few clouds,02d
830,1464868800,2016-06-02 12:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.77,82.42,75.94,77,1014,,,83,4.61,360,,,,,20,801,Clouds,few clouds,02d
831,1464872400,2016-06-02 13:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81,82.94,76.53,82.4,1013,,,70,10.36,10,,,,,20,801,Clouds,few clouds,02d
832,1464876000,2016-06-02 14:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,83.84,87.22,77.21,86,1013,,,59,5.75,160,,,,,40,802,Clouds,scattered clouds,03d
833,1464879600,2016-06-02 15:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.8,87.06,77.61,84.2,1012,,,62,4.61,260,,,,,40,802,Clouds,scattered clouds,03d
834,1464883200,2016-06-02 16:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,82.83,86.72,77.81,84.2,1012,,,66,6.91,50,,,,,0,800,Clear,sky is clear,01d
835,1464886800,2016-06-02 17:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,84.09,86.31,77.72,86,1011,,,59,8.05,70,,,,,0,800,Clear,sky is clear,01d
836,1464890400,2016-06-02 18:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,81.3,83.82,77.52,82.4,1011,,,66,8.05,70,,,,,0,800,Clear,sky is clear,01d
837,1464894000,2016-06-02 19:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,79.9,82.78,77.62,80.6,1011,,,74,9.22,60,,,,,0,800,Clear,sky is clear,01d
838,1464897600,2016-06-02 20:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.6,84.13,77.51,78.92,1011,,,84,6.91,50,,,,,0,800,Clear,sky is clear,01d
839,1464901200,2016-06-02 21:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.49,85.91,77.28,78.8,1011,,,84,3.44,20,,,,,0,800,Clear,sky is clear,01n
840,1464904800,2016-06-02 22:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,78.15,83.43,75.05,78.8,1011,,,84,6.91,10,,,,,75,803,Clouds,broken clouds,04n
841,1464908400,2016-06-02 23:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.8,84.25,75.04,77.37,1011,,,89,3.44,350,,,,,75,803,Clouds,broken clouds,04n
842,1464912000,2016-06-03 00:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.82,81.45,75.35,77.31,1011,,,83,6.49,0,,,,,75,803,Clouds,broken clouds,04n
843,1464915600,2016-06-03 01:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.51,82.26,75.2,77.26,1012,,,89,3.44,320,,,,,75,803,Clouds,broken clouds,04n
844,1464919200,2016-06-03 02:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,76.82,82.51,75.52,77.2,1011,,,83,4.61,340,,,,,75,803,Clouds,broken clouds,04n
845,1464922800,2016-06-03 03:00:00 +0000 UTC,-10800,Vitoria,-20.297618,-40.295777,75.36,80.98,74.43,77.01,1011,,,83,3.44,310,,,,,40,802,Clouds,scattered clouds,03n
